EventId,EventTemplate,Occurrences
1ab59249,NIFF: node node-<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,91
6165cdaf,ServerFileSystem: An ServerFileSystem <*> <*> <*> <*> <*> <*>,1
a8108a6e,ServerFileSystem: ServerFileSystem domain <*> is full,3
6415de74,ServerFileSystem: ServerFileSystem domain root13_local is full,1
88c8d5a7,ServerFileSystem: ServerFileSystem domain root1_local is full,1
4ab6f041,ServerFileSystem: ServerFileSystem domain root22_local is full,3
9daed7df,ServerFileSystem: ServerFileSystem domain root25_local is full,1
dd05b294,ServerFileSystem: ServerFileSystem domain root26_local is full,1
7badda57,ServerFileSystem: ServerFileSystem domain root3_local is full,1
7d9249bf,ServerFileSystem: ServerFileSystem domain root7_local is full,1
774469e4,Targeting domains:node-<*> and nodes:node-<*>,1
3ea0773d,Targeting domains:node-<*> and nodes:node-[<*>-<*>] <*> <*> <*> <*>,1
e5ebbb36,Targeting domains:node-D2 and nodes:node-<*>,1
0b10f9fe,Targeting domains:node-D2 and nodes:node-[<*>-<*>] <*> <*> <*> <*>,1
b9ea4204,Targeting domains:node-D3 and nodes:node-[<*>-<*>] <*> <*> <*> <*>,1
498dcb49,Targeting domains:node-D4 and nodes:node-[<*>-<*>] <*> <*> <*> <*>,2
3d4db976,Targeting domains:node-D7 and nodes:node-[<*> <*> <*>],1
2a5543ad,Targeting domains:node-D[0\ <*>] <*> <*>:<*>-[<*> <*>],1
3b219fff,Temperature (41C) exceeds warning threshold,2
c76a5e84,active,5
89c576dd,ambient0,292
61326117,blocked,15
eb964ae5,boot  (command <*>),67
bf099224,boot (command <*>) <*>: <*> <*>  <*> <*>,1
6f18ab31,bootGenvmunix  (command <*>),2
3b38bec1,closing,1
471a93ca,clusterAddMember  (command <*>),2
8cfafe98,configured out,91
e11b67b4,halt  (command <*>),3
ba684bd4,inconsistent nodesets node-<*> <*> <<*>> node-<*> <*> <<*>> node-<*> <*> <<*>> <*>-<*> <*> <<*>>,2
07f7d779,inconsistent nodesets node-<*> <*> <<*>> node-<*> <*> <<*>> node-<*> <*> <<*>> <*>-<*> <*> <<*>> <*>-<*> <*> <<*>>,1
a2fa8730,inconsistent nodesets node-<*> <*> <<*>> node-<*> <*> <<*>> node-<*> <*> <<*>> <*>-<*> <*> <<*>> <*>-<*> <*> <<*>> <*>-<*> <*> <<*>> <*>-<*> <*> <<*>> <*>-<*> <*> <<*>> <*>-<*> <*> <<*>> <*>-<*> <*> <<*>> <*>-<*> <*> <<*>> <*>-<*> <*> <<*>> <*>-<*> <*> <<*>>,1
fea08751,normal,206
b02b9741,not responding,60
252f035f,not-responding,1
e13d082a,power/control problem,1
a7f4d9b4,psu failure\ ambient0,5
4da7011f,risBoot  (command <*>),1
60f14887,risBoot (command <*>) <*>: <*> <*> <*> <*> <*> <*> <*>: <<*> <*> <*>>,1
75101dcd,running,162
1ee85f6c,starting,1
845612e4,wait  (command <*>),66
7b83d3f0,warning,205
