EventId,EventTemplate,Occurrences
069474fe,Initializing <*> <*> <*> succeeded,1
cb7aa6e4,POSIX conformance testing by UNIFIX,1
f7406429,NET: Registered protocol family 16,1
e577e7d3,PCI: <*> <*> <*> <*> <*> <*> <*> <*> <*>,1
a63bb4dd,PCI: <*> <*> <*> <*>,1
cd4d7a6f,mtrr: v2.0 (20020519),1
bbfb514d,ACPI: <*> <*> <*>,1
a8de99dd,ACPI: <*> <*>,1
c1f5bb73,Linux <*> <*> <*> <*> <*> <*> <*> <*>,1
0db77cb7,usbcore: registered new driver <*>,2
80785373,<*> <*> <*> <*> no <*> <*> <*> <*>,1
7b5d2b54,PCI: <*> <*> <*> <*> <*>,2
a47c26ad,PCI: <*> <*> <*>,1
083d608d,<*> <*> - <*>,1
f34e1378,PCI: <*> <*> <*> <*> <*> <*> <*>,1
6927be79,apm: BIOS version 1.2 Flags 0x03 (Driver version 1.16ac),1
e3816864,audit: initializing netlink socket (disabled),1
6686ef46,kernel.core_uses_pid = 1,1
b965288c,HCI daemon ver 2.4 started,1
d0e853c1,audit(1122475266.4294965305:0): initialized,1
aa511af6,Setting network parameters: succeeded,1
af57c47f,sdpd <*> <*>,1
add074a6,"Total HugeTLB memory allocated, 0",1
aaf88c86,<*> <*> <*> <*> succeeded,1
8ec80336,VFS: Disk quotas dquot_6.5.1,1
61f1f7cc,"<*> hash table entries: <*> (order 0, 4096 bytes)",1
6bbf10ee,SELinux: Registering <*> <*>,1
2bad4e84,Initializing <*> <*>,1
ea93d02b,<*> PCI <*> <*> <*> <*> <*> <*>,1
ba7c5d91,isapnp: <*> <*> <*> <*> <*> <*>,1
18c74772,Real Time Clock Driver v1.12,1
83471b71,Linux <*> <*> <*> <*> <*> <*>,1
