EventId,EventTemplate,Occurrences
93067dc4,setTodayTotalDetailSteps=1514038560000##7105##548582##8661##16256##27319968,260
3e662616,setTodayTotalDetailSteps=1514038560000##7106##548583##8661##16256##27320969,273
e0a83abb,setTodayTotalDetailSteps=1514038560000##7107##548584##8661##16256##27321969,242
5ed39ecc,setTodayTotalDetailSteps=1514038560000##7109##548585##8661##16256##27322469,1
9300ea38,setTodayTotalDetailSteps=1514038620000##7111##548640##8661##16256##27324478,241
cbcd504a,setTodayTotalDetailSteps=1514038620000##7112##548695##8661##16256##27325968,241
5cdf7db4,setTodayTotalDetailSteps=1514038620000##7113##548750##8661##16256##27326969,135
93067dc4,setTodayTotalDetailSteps=1514038620000##7114##548805##8661##16256##27329972,260
3e662616,setTodayTotalDetailSteps=1514038620000##7114##548860##8661##16256##27330470,273
e0a83abb,setTodayTotalDetailSteps=1514038680000##7117##548865##8661##16256##27392475,242
c7cd2259,setTodayTotalDetailSteps=1514038680000##7122##548870##8661##16256##27392978,1
9300ea38,setTodayTotalDetailSteps=1514038680000##7124##548875##8661##16256##27393470,241
cbcd504a,setTodayTotalDetailSteps=1514038680000##7126##548880##8661##16256##27393971,241
5cdf7db4,setTodayTotalDetailSteps=1514038680000##7128##548885##8661##16256##27394469,135
93067dc4,setTodayTotalDetailSteps=1514038680000##7130##548890##8661##16256##27394969,260
3e662616,setTodayTotalDetailSteps=1514038680000##7132##548895##8661##16256##27395468,273
e0a83abb,setTodayTotalDetailSteps=1514038680000##7135##548900##8661##16256##27395969,242
ee50d75f,setTodayTotalDetailSteps=1514038680000##7139##548905##8661##16256##27396473,1
9300ea38,setTodayTotalDetailSteps=1514038680000##7140##548910##8661##16256##27396969,241
cbcd504a,setTodayTotalDetailSteps=1514038680000##7154##548915##8661##16256##27398975,241
5cdf7db4,setTodayTotalDetailSteps=1514038680000##7154##548920##8661##16256##27400475,135
93067dc4,setTodayTotalDetailSteps=1514038680000##7160##548925##8661##16256##27442097,260
3e662616,setTodayTotalDetailSteps=1514038680000##7160##548930##8661##16256##27442416,273
e0a83abb,flushTempCacheToDB by stand,242
79972429,Alarm uploadStaticsToDB totalSteps=7163Calories:153367Floor:240Distance:5112,1
9300ea38,writeDataToDB size 327,241
cbcd504a,upLoadOneMinuteDataToEngine <*>,241
5cdf7db4,<*> <*> = <*>,135
93067dc4,"getAppContext() isAppValid health or wear, packageName = com.huawei.health",260
3e662616,insertHiHealthData() <*> <*> <*> <*> <*> = <*>,273
e0a83abb,<*> size <*> <*> <*> <*> <*> <*> <*> <*> = <*> = <*>,242
0dd728a7,"saveStatData() type <*> = 1513958400000,statClient = 2,who is 1",1
9300ea38,"new date =20171223, <*>",241
cbcd504a,<*> <*> fail <*> = <*> = <*>,241
5cdf7db4,insertHiHealthData() end totalTime = <*>,135
93067dc4,<*> <*> type = <*> <*>,260
3e662616,uploadStaticsToDB failed message=true,273
e0a83abb,checkInsertStatus <*> or <*> is enough,242
c2864c0d,stepSyncOrNot appSynTimes <*> <*> <*> is 0,1
9300ea38,"startInsertSportSync start auto sync,app is 1",241
cbcd504a,"checkFirstSyncByType no such data in db ,type is 1 deviceCode is 0",241
5cdf7db4,"startInsertSportSync first 500 steps sync,do all sync",135
93067dc4,"startSync hiSyncOption = <*> syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1",260
3e662616,<*> <*> is <*>,273
e0a83abb,<*> the <*> <*> is <*> <*> <*> <*> <*>,242
c3fa669a,initUserPrivacy the userPrivacy is true,1
9300ea38,ifCanSync not! no cloud version,241
cbcd504a,sendSyncFailedBroadcast,241
5cdf7db4,<*> success <*> <*>,135
93067dc4,setWriteDBLastDataMinute=25233979,260
3e662616,flush2DB result success,273
e0a83abb,setTodayTotalDetailSteps=1514038680000##7163##548935##8661##16256##27442827,242
2e8c2dfa,setTodayTotalDetailSteps=1514038680000##7165##548940##8661##16256##27443484,1
9300ea38,setTodayTotalDetailSteps=1514038680000##7167##548945##8661##16256##27443986,241
cbcd504a,setTodayTotalDetailSteps=1514038740000##7170##548996##8661##16256##27444484,241
5cdf7db4,setTodayTotalDetailSteps=1514038740000##7173##549047##8661##16256##27444985,135
93067dc4,setTodayTotalDetailSteps=1514038740000##7174##549098##8661##16256##27445485,260
3e662616,setTodayTotalDetailSteps=1514038740000##7176##549149##8661##16256##27445983,273
e0a83abb,setTodayTotalDetailSteps=1514038740000##7179##549200##8661##16256##27446483,242
530ac75a,setTodayTotalDetailSteps=1514038740000##7181##549251##8661##16256##27446989,1
9300ea38,setTodayTotalDetailSteps=1514038740000##7183##549302##8661##16256##27447483,241
cbcd504a,setTodayTotalDetailSteps=1514038740000##7185##549353##8661##16256##27448486,241
5cdf7db4,setTodayTotalDetailSteps=1514038740000##7186##549404##8661##16256##27448983,135
93067dc4,setTodayTotalDetailSteps=1514038740000##7187##549455##8661##16256##27449982,260
3e662616,setTodayTotalDetailSteps=1514038740000##7188##549506##8661##16256##27451985,273
e0a83abb,setTodayTotalDetailSteps=1514038740000##7189##549557##8661##16256##27452491,242
feee0827,setTodayTotalDetailSteps=1514038740000##7189##549608##8661##16256##27457484,1
9300ea38,setTodayTotalDetailSteps=1514038740000##7189##549659##8661##16256##27460494,241
cbcd504a,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27706526,241
5cdf7db4,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27706835,135
93067dc4,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27736503,260
3e662616,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27738504,273
e0a83abb,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27743510,242
6621ffba,setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068346,1
9300ea38,setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068666,241
cbcd504a,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28136544,241
5cdf7db4,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28163940,135
93067dc4,timeStamp <*>,260
3e662616,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28164276,273
e0a83abb,startTimer start autoSync,242
55e1e479,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28234547,1
9300ea38,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28270623,241
cbcd504a,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28270935,241
5cdf7db4,setTodayTotalDetailSteps=1514039760000##7189##549659##8661##16256##28479559,135
93067dc4,setTodayTotalDetailSteps=1514039880000##7189##549659##8661##16256##28609620,260
3e662616,setTodayTotalDetailSteps=1514039880000##7189##549659##8661##16256##28609933,273
e0a83abb,setTodayTotalDetailSteps=1514040240000##7189##549659##8661##16256##28993578,242
e8591fbb,setTodayTotalDetailSteps=1514040240000##7189##549659##8661##16256##28999575,1
9300ea38,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29307585,241
cbcd504a,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29341612,241
5cdf7db4,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29341927,135
93067dc4,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29344951,260
3e662616,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29353602,273
e0a83abb,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29409806,242
25fc5903,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29410120,1
9300ea38,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29410605,241
cbcd504a,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29416607,241
5cdf7db4,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29425533,135
93067dc4,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29425847,260
3e662616,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29431618,273
e0a83abb,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29437037,242
11b8eab9,setTodayTotalDetailSteps=1514040720000##7189##549659##8661##16256##29437358,1
9300ea38,setTodayTotalDetailSteps=1514040780000##7189##549659##8661##16256##29539649,241
cbcd504a,setTodayTotalDetailSteps=1514040840000##7189##549659##8661##16256##29600053,241
5cdf7db4,setTodayTotalDetailSteps=1514040840000##7189##549659##8661##16256##29600372,135
93067dc4,setTodayTotalDetailSteps=1514041560000##7189##549659##8661##16256##30270445,260
3e662616,setTodayTotalDetailSteps=1514041560000##7189##549659##8661##16256##30270764,273
e0a83abb,setTodayTotalDetailSteps=1514041560000##7189##549659##8661##16256##30271693,242
3540dbd8,getTodaySportData mStepsRecordManager=com.huawei.health.g.c@8a2a501,1
9300ea38,setTodayTotalDetailSteps=1514041560000##7189##549659##8661##16256##30314585,241
cbcd504a,setTodayTotalDetailSteps=1514041560000##7189##549659##8661##16256##30315546,241
5cdf7db4,setTodayTotalDetailSteps=1514041620000##7189##549659##8661##16256##30333554,135
93067dc4,setTodayTotalDetailSteps=1514041620000##7189##549659##8661##16256##30343722,260
3e662616,setTodayTotalDetailSteps=1514041980000##7189##549659##8661##16256##30708710,273
e0a83abb,setTodayTotalDetailSteps=1514041980000##7189##549659##8661##16256##30709030,242
c5f34138,setTodayTotalDetailSteps=1514041980000##7189##549659##8661##16256##30709727,1
9300ea38,setTodayTotalDetailSteps=1514041980000##7191##549659##8661##16256##30727229,241
cbcd504a,setTodayTotalDetailSteps=1514041980000##7192##549659##8661##16256##30727733,241
5cdf7db4,setTodayTotalDetailSteps=1514041980000##7193##549659##8661##16256##30728232,135
93067dc4,setTodayTotalDetailSteps=1514041980000##7196##549659##8661##16256##30728728,260
3e662616,setTodayTotalDetailSteps=1514041980000##7198##549659##8661##16256##30729233,273
e0a83abb,setTodayTotalDetailSteps=1514041980000##7200##549659##8661##16256##30729733,242
6421317f,setTodayTotalDetailSteps=1514041980000##7202##549659##8661##16256##30730227,1
9300ea38,setTodayTotalDetailSteps=1514041980000##7205##549659##8661##16256##30730728,241
cbcd504a,setTodayTotalDetailSteps=1514041980000##7208##549659##8661##16256##30731232,241
5cdf7db4,setTodayTotalDetailSteps=1514041980000##7211##549659##8661##16256##30731730,135
93067dc4,setTodayTotalDetailSteps=1514041980000##7212##549659##8661##16256##30732729,260
3e662616,setTodayTotalDetailSteps=1514041980000##7214##549659##8661##16256##30733226,273
e0a83abb,setTodayTotalDetailSteps=1514041980000##7214##549659##8661##16256##30736730,242
02d29f24,setTodayTotalDetailSteps=1514042100000##7214##549659##8661##16256##30827730,1
9300ea38,setTodayTotalDetailSteps=1514042160000##7214##549659##8661##16256##30905315,241
cbcd504a,setTodayTotalDetailSteps=1514042160000##7214##549659##8661##16256##30905625,241
5cdf7db4,setTodayTotalDetailSteps=1514042160000##7214##549659##8661##16256##30906310,135
93067dc4,setTodayTotalDetailSteps=1514042160000##7214##549659##8661##16256##30906710,260
3e662616,setTodayTotalDetailSteps=1514042280000##7214##549659##8661##16256##31004759,273
e0a83abb,setTodayTotalDetailSteps=1514042280000##7214##549659##8661##16256##31005759,242
1a599fea,setTodayTotalDetailSteps=1514042520000##7214##549659##8661##16256##31239760,1
9300ea38,setTodayTotalDetailSteps=1514042520000##7214##549659##8661##16256##31243766,241
cbcd504a,setTodayTotalDetailSteps=1514042880000##7214##549659##8661##16256##31588757,241
5cdf7db4,setTodayTotalDetailSteps=1514042880000##7214##549659##8661##16256##31589757,135
93067dc4,setTodayTotalDetailSteps=1514043360000##7214##549659##8661##16256##32078759,260
3e662616,setTodayTotalDetailSteps=1514043360000##7214##549659##8661##16256##32080760,273
e0a83abb,setTodayTotalDetailSteps=1514043540000##7214##549659##8661##16256##32254765,242
1c06eca7,setTodayTotalDetailSteps=1514043540000##7214##549659##8661##16256##32258759,1
9300ea38,setTodayTotalDetailSteps=1514043660000##7214##549659##8661##16256##32403526,241
cbcd504a,setTodayTotalDetailSteps=1514043900000##7214##549659##8661##16256##32611763,241
5cdf7db4,setTodayTotalDetailSteps=1514043900000##7214##549659##8661##16256##32618758,135
93067dc4,setTodayTotalDetailSteps=1514044140000##7214##549659##8661##16256##32893026,260
3e662616,setTodayTotalDetailSteps=1514044260000##7214##549659##8661##16256##33021763,273
e0a83abb,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33024761,242
6dc04569,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33039758,1
9300ea38,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33041763,241
cbcd504a,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33049759,241
5cdf7db4,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33055760,135
93067dc4,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33064766,260
3e662616,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33066759,273
e0a83abb,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33075759,242
2e5d5591,setTodayTotalDetailSteps=1514044320000##7214##549659##8661##16256##33081765,1
9300ea38,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33112771,241
cbcd504a,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33113758,241
5cdf7db4,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33118758,135
93067dc4,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33119761,260
3e662616,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33129767,273
e0a83abb,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33131773,242
6635193f,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33138759,1
9300ea38,setTodayTotalDetailSteps=1514044380000##7214##549659##8661##16256##33140770,241
cbcd504a,setTodayTotalDetailSteps=1514044440000##7214##549659##8661##16256##33168762,241
5cdf7db4,setTodayTotalDetailSteps=1514044440000##7214##549659##8661##16256##33169760,135
93067dc4,setTodayTotalDetailSteps=1514044500000##7214##549659##8661##16256##33216767,260
3e662616,setTodayTotalDetailSteps=1514044500000##7214##549659##8661##16256##33217764,273
e0a83abb,setTodayTotalDetailSteps=1514044500000##7214##549659##8661##16256##33232763,242
2dc093d5,setTodayTotalDetailSteps=1514044500000##7214##549659##8661##16256##33239758,1
9300ea38,setTodayTotalDetailSteps=1514044560000##7214##549659##8661##16256##33298759,241
cbcd504a,setTodayTotalDetailSteps=1514044560000##7214##549659##8661##16256##33306763,241
5cdf7db4,theDayChanged 1514044800216,135
93067dc4,initEnviroument,260
3e662616,getStepCounterStatus,273
e0a83abb,reStartStepCounter,242
0da5c16c,clear(),1
9300ea38,getTodayBasicStandardSteps= <*>,241
cbcd504a,tryToRecordAsBasicStepData bWrite true,241
5cdf7db4,getDiffTotalSteps= <*>,135
93067dc4,setBasicStandardSteps basicStandardStep=3786 restartSteps=0,260
3e662616,setDiffTotalSteps=0,273
e0a83abb,tryToReloadTodayBasicSteps1514044800223|3786|0|0,242
94574c83,<*> : <*> <*> <*> 0,1
9300ea38,setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33444553,241
cbcd504a,next day:steps0mLastReport7214,241
5cdf7db4,setGoalNotifiShownRecord 1514044800237 false,135
93067dc4,closeNotification...,260
3e662616,deleteHealthNotification(),273
e0a83abb,setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33444943,242
4c0a0c49,setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33449757,1
9300ea38,setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33450764,241
cbcd504a,setTodayTotalDetailSteps=1514045040000##0##549659##8661##16256##33767093,241
5cdf7db4,setTodayTotalDetailSteps=1514045100000##0##549659##8661##16256##33821183,135
93067dc4,setTodayTotalDetailSteps=1514045160000##0##549659##8661##16256##33866758,260
3e662616,setTodayTotalDetailSteps=1514045160000##0##549659##8661##16256##33868758,273
e0a83abb,setTodayTotalDetailSteps=1514045160000##0##549659##8661##16256##33884757,242
ab4d2713,setTodayTotalDetailSteps=1514045160000##0##549659##8661##16256##33885759,1
9300ea38,setTodayTotalDetailSteps=1514045280000##0##549659##8661##16256##33988760,241
cbcd504a,setTodayTotalDetailSteps=1514045280000##0##549659##8661##16256##33990761,241
5cdf7db4,setTodayTotalDetailSteps=1514045280000##0##549659##8661##16256##34018758,135
93067dc4,setTodayTotalDetailSteps=1514045280000##0##549659##8661##16256##34019759,260
3e662616,setTodayTotalDetailSteps=1514045340000##0##549659##8661##16256##34053757,273
e0a83abb,setTodayTotalDetailSteps=1514045340000##0##549659##8661##16256##34054759,242
1545ee7d,setTodayTotalDetailSteps=1514045340000##0##549659##8661##16256##34086757,1
9300ea38,setTodayTotalDetailSteps=1514045340000##0##549659##8661##16256##34087759,241
cbcd504a,setTodayTotalDetailSteps=1514045400000##0##549659##8661##16256##34160765,241
5cdf7db4,setTodayTotalDetailSteps=1514045400000##0##549659##8661##16256##34161762,135
93067dc4,setTodayTotalDetailSteps=1514045640000##0##549659##8661##16256##34397604,260
3e662616,setTodayTotalDetailSteps=1514046240000##0##549659##8661##16256##34960758,273
e0a83abb,setTodayTotalDetailSteps=1514046240000##0##549659##8661##16256##34961757,242
093bd3bc,setTodayTotalDetailSteps=1514046420000##0##549659##8661##16256##35149773,1
9300ea38,"checkCurrentDay a new day comes , reset basicSyncCondition, currentDay is 20171224 oldDay is 20171223",241
cbcd504a,needAutoSync autoSyncSwitch is open,241
