EventId,EventTemplate,Occurrences
e1a2c080,inconsistent nodesets node-31 #spec# < ok > node-0 #spec# < ok > node-1 #spec# < ok > node-2 #spec# < ok > node-30 #spec# < ok >,1
fea08751,normal,206
7b83d3f0,warning,205
0a78ee50,ambient = *,292
7e85bcb6,critical,20
9050ee25,Linkerror event interval expired,394
4c14340e,risBoot ( command 1903 ) Error : Timed out while waiting for SRM prompt : < ABORT code completed >,1
824c466d,boot ( command 2092 ) Error : HALT asserted\ cannot continue,1
0c3f204d,Failed subcommands #spec#,1
551adf73,link errors remain current,56
682c642b,NIFF : node * has detected an available network connection on network #spec# via interface *,91
