EventId,EventTemplate,Occurrences
a9bfdd7f,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" NSErrorFailingURLKey=https:///dispatcher.arpc, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLKey=https:///dispatcher.arpc, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}",5
75e6bfe2,Error in CoreDragRemoveReceiveHandler: -1856,2
0212d95d,ARPT: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,9
5657cd9b,Captive: CNPluginHandler en0: Inactive,4
98023260,in6_unlink_ifa: IPv6 address has no prefix,9
a3a7ad71,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1001 ""The request timed out."" {Error Domain=kCFErrorDomainCFNetwork Code=-1001 ""The request timed out."" NSErrorFailingURLKey=https:///dispatcher.arpc, _kCFStreamErrorCodeKey=-2102, _kCFStreamErrorDomainKey=4, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLKey=https:///dispatcher.arpc, _kCFStreamErrorDomainKey=4, _kCFStreamErrorCodeKey=-2102, NSLocalizedDescription=The request timed out.}",3
642b38bb,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),9
016decae,AppleCamIn::wakeEventHandlerThread,12
a5b9654b,"device_generate_lock_screen_screenshot: authw 0, 1440, 900] shield dev [1440,900]",3
11e56c90,[lvl=2] KSHelperReceiveAllData() KSHelperTool read 1926 bytes from stdin.,3
3fdf5adb,FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches//Sources/CoreMedia//Prototypes/LegibleOutput/FigAgglomerator.c line 92,12
0cd1e5fc,ARPT: AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0,7
3f143fab,Received Capture Event,15
4ced145f,Sandbox: QQ(10018) deny(1) mach-lookup,4
bd5ad91c,<<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,23
8b410412,sigio_handler: sigio_handler_active != 1,5
42e9195d,############################## _getSysMsgList,10
f2bc564d,"Configuration Notice: ASL Module """" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",3
01e7355d,Wake reason: ?,2
1e4a258d,: Scanning mode Contacts Only,7
a5e24613,: BTLE scanning stopped,3
5892ce89,wake time set s,4
404af4a7,[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.,2
45b10d54,button report: 0x80039B7,6
53e3a262,: Purged contact hashes,3
9c69d1df,07:33:34.878 : BTLE scanning started,2
6ecadd3f,"IOPMrootDomain: idle cancel, state 1",3
7bdda7e7,"hibernate_alloc_pages act inact anon throt 0, spec wire wireinit 39927",3
77223dcd,hibernate_teardown_pmap_structs done: last_valid_compact_indx,3
47c5450b,enabling pid=30298 for plug-in (1.0) 131FE7ED-87F7-471D-8797-C11107688DF7 /System/Library/CoreServices/Weather.app/Contents/PlugIns/,2
0f38c9e7,FA||Url||taskID[2019353306] dealloc,2
899143a3,"Opened file /var/log/SleepWakeStacks.bin, size 172032, extents 1, maxio 2000000 ssd 1",3
52007347,"NETWORK: no response from server, reachability, 2, queryRetries,",4
4b8095ea,en0: Supported channels 1 2 3 4 5 6 7 8 9 10 11 12 13 36 40 44 48 52 56 60 64 100 104 108 112 116 120 124 128 132 136 140 144 149 153 157 161,4
49a3bab2,Internal name did not resolve to internal address!,2
5109ec4c,Service exited with abnormal code: 1,2
dfcdcbbe,Peripheral manager is not powered on,4
6609a303,CCFile::captureLogRun Skipping current file Dir file Current File,33
e8b8ba1f,CCFile::copyFile fileName is source dest,19
2b2a3f46,ARPT: framerdy 0x0 bmccmd 3 framecnt 1024,8
02b2462b,<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>: DND Enabled:,3
f0239841,13:55:56.094 : Starting AirDrop server for user 501 on wake,2
5e8067a8,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of bytes @ took sec. to complete, reads >= 0.5 sec.",3
ea92f231,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out any previous subscriptions,9
093429b7,"CCLogTap::profileRemoved, Owner: , Name:",5
a041eae4,AppleActuatorHIDEventDriver: stop,3
d72954ad,network changed: v6(en0-:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS- Proxy-,3
c4877753,Class is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,3
8ee55528,ARPT: 682834.192587: wlc_dump_aggfifo:,2
4a019d20,CCFile::captureLog,12
5d3b8c8e,AppleCamIn::handleWakeEvent_gated,6
63b9704f,ARPT: wlc_dump_aggfifo:,3
a8ffface,doSaveChannels@286: Will write to: - AuthFail:sts:5_rsn:0.xml,6
b2a94231,hibernate image path: /var/vm/sleepimage,2
6f245655,hibernate_flush_memory: buffer_cache_gc freed up wired pages,3
2c632c50,"hibernate_machine_init pagesDone sum2 time: ms, disk(0x20000) Mb/s, comp bytes: time: ms Mb/s, crypt bytes: time: ms Mb/s",3
83801e0d,ASSERTION FAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: 2789,4
164db6d5,hibernate_machine_init reading,2
d0bef12d,assertion failed: 15G1510: + 38574 [10D2E324-788C-30CC-A749-55AE67AEC7BC]: 0x7fc235807b90,3
e2128b75,hibernate_setup(0) took ms,3
d4ad0288,**** -- -- -- -- ****,9
820d392f,hciControllerOnline; HID devices? 0,2
c17f6d5d,INIT -- Host controller is published,3
ca177a76,"polled file major 1, minor 0, blocksize 4096, pollers 5",4
d960bc67,BuildActDeviceEntry exit,2
ccdef586,Wake reason: ARPT (Network),4
15e13b33,WARNING: hibernate_page_list_setall skipped 11799 xpmapped pages,2
23320c25,[BluetoothHIDDeviceController] EventServiceConnectedCallback,2
773e06a3,BuildActDeviceEntry enter,2
76f057c1,to for,3
81a46279,[lvl=2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( productID= version= url=https:///service/update2 creationDate=2017-02-18 ticketVersion=1 > )} Using server: >,3
dce510e0,FA||Url||taskID[2019353376] dealloc,2
7a123c93,KeychainGetICDPStatus: status: off,8
ff45e9c5,ARPT: AirPort_Brcm43xx::powerChange: System Sleep,17
3098c1cb,"[Accounts] Failed to update account with identifier 76FE6715-3D27-4F21-AA35-C88C1EA820E8, error: Error Domain=ABAddressBookErrorDomain Code=1002 ""(null)""",3
146cc779,[lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL:,4
91e8c151,extension -> (null),2
dbaf37fb,"[Accounts] Current connection, <NSXPCConnection: 0x7fda74805bf0> connection from pid 487, doesn't have account access.",2
0852ca6f,CGXDisplayDidWakeNotification posting kCGSDisplayDidWake,4
1599079c,Cocoa scripting error for four character codes must be four characters long.,71
b8893af4,.sdef warning for argument '' of command 'can continue previous list' in suite 'Microsoft Word Suite': '4023' is not a valid type name.,2
b55176d9,jemmytest,2
681abeff,Invalidating watch set.,2
5bb2f090,00:03:36.715 : BTLE scanning started,2
3d88db85,-deviceDeltaY is deprecated for NSScrollWheel. Please use -scrollingDeltaY.,2
2721e7d0,could discard act inact purgeable spec cleaned 0,3
5fed01c8,[00:29:04.085] <<<< CRABS >>>> crabsWaitForLoad: [0x7fbc7ac683a0] Wait time out - -1001 (msRequestTimeout -1),2
dfa6fbb0,"setting hostname to """"",3
e218fc50,Wake reason: EC.SleepTimer (SleepTimer),2
58631be9,vm_compressor_fastwake_warmup (581519 - 591525) - starting,2
b3b79fdb,"<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>: Updating enabled: YES (Topics: ( """", """", """", """", """", """", """", """", """", """", """", """", """", """", """", """" ))",2
55c67d36,2017-07-05 10:52:16.779 ksfetch[35863/0x7fff79824000] [lvl=2] main() Fetcher received a request: <NSMutableURLRequest: 0x100501610> { URL: https:///service/update2?cup2hreq=a7873a51b1cb55518e420d20dff47d463781ed3f7aa83c3153129eefb148070b&cup2key=7:2501762722 },2
5722d0e3,CCProfileMonitor::freeResources done,2
84c4074f,<IMMacNotificationCenterManager: 0x7ff1b2d17980>: NC Disabled: NO,5
9e81b724,"hibernate_machine_init: state 2, image pages 446175, sum was d4e6c0b2, imageSize 0x2aea6000, image1Size 0x215a4000, conflictCount 5848, nextFree 5887",2
743ea632,AppleActuatorDevice::stop Entered,2
9e150be2,"bitmap_size 0x7f0fc, previewSize 0x4028, writing 488299 pages @ 0x97144",2
af2a27cf,"DB Error: 1 ""no such table: tb_c2cMsg_2658655094""",3
1118972c,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! QQ.10018 :80,5
d9fb4ec2,"hostControllerOnline - Number of Paired devices = 1, List of Paired devices = ( ""84-41-67-32-db-e1"" )",2
68e42f4b,FA||Url||taskID[2019353593] dealloc,2
e36d45ae,Failed to connect outlet from to missing setter or instance variable,3
493b9254,hibernate_page_list_setall(preflight 1) start,2
37339a67,Unable to,5
71b9734e,Got an XPC error: Connection invalid,2
d31f2743,2017-07-06 [lvl=2] URL:,3
e38c8417,2017-07-06 09:24:14.733 GoogleSoftwareUpdateAgent[36726/0x7000002a0000] [lvl=2] -[KSMultiUpdateAction performAction] KSPromptAction had no updates to apply.,2
96f4868d,ChromeExistion main isUndetectWithCommand = 1,3
1dec34ed,[] [Adding [<CalDAVAccountRefreshQueueableOperation: 0x7fa11d67f3b0; Sequence: 0>] to failed operations.],3
cee3427b,"Service """" tried to hijack endpoint """" from owner:",3
e94c49ec,2017-07-06 14:57:16.667 GoogleSoftwareUpdateAgent[37059/0x7000002a0000] [lvl=2] -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: errors=0,2
3c36506b,FA||Url||taskID[2019353666] dealloc,2
739ff9d6,full wake request (reason 2) 30914 ms,2
2f201f0e,FA||Url||taskID[2019353677] dealloc,2
75040252,"Page bounds {{0, 0}, {400, 400}}",4
3ba4642f,"Configuration Notice: ASL Module """" sharing output destination ""/var/log/Accounts"" with ASL Module """". Output parameters from ASL Module """" override any specified in ASL Module """".",2
39637cc2,"RTC: Maintenance 2017/7/7 17:31:21, sleep 2017/7/7 17:18:49",2
e3ccf25f,DB Path: /Users/xpc/Library/Containers//Data/Documents/contents/916639562/QQ.db,2
c35492ee,efi pagecount 72,3
62a029a2,[BluetoothHIDDeviceController]ERROR: Could not find the disconnected object,3
